"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","[Balance Sheet]","[Balance Sheet_Name]","[US 1120 Balance Sheet]","US 1120 Balance Sheet_Name","[Profit & Loss]","[Profit & Loss_Name]","[US 1120 Income Statement]","[US 1120 Income Statement_Name]","[Cash Flow]","[Cash Flow_Name]"
62900,"เงินสนับสนุนกลุ่มผุ้ขาย",,"Expense",,,"No",,62,,,,,,,,,,
63,"ค่าโทรศัพท์และติดต่อสื่อสาร",,"Expense",,,"Yes",,6,,,,,63,"Telephone and Communication","xx1","Telephone and Communication",,
63100,"ค่าโทรศัพท์",,"Expense",,,"No",,63,,,,,,,,,,
63200,"ค่าโทรศัพท์เคลื่อนที่",,"Expense",,,"No",,63,,,,,,,,,,
63300,"ค่าติดต่อสื่อสารเครื่อข่าย",,"Expense",,,"No",,63,,,,,,,,,,
64,"ค่าที่ปรึกษา",,"Expense",,,"Yes",,6,,,,,64,"Professional Services","xx2","Professional Services",,
64100,"ค่าที่ปรึกษาทางกฎหมาย",,"Expense",,,"No",,64,,,,,,,,,,
64200,"ค่าสอบบัญชี",,"Expense",,,"No",,64,,,,,,,,,,
64300,"ค่าผู้สอบบัญชีรับรองสินค้า",,"Expense",,,"No",,64,,,,,,,,,,
64500,"ค่าที่ปรึกษาอื่น ๆ",,"Expense",,,"No",,64,,,,,,,,,,
64600,"ค่่าทำบัญชี",,"Expense",,,"No",,65,,,,,,,,,,
65,"ค่าเครื่องเขียนและวัสดุสิ้นเปลือง",,"Expense",,,"Yes",,6,,,,,65,"Stationary & Supplies","xx3","Stationary & Supplies",,
65100,"ค่าเครื่องเขียนและวัสดุสิ้นเปลือง-สำนักงาน",,"Expense",,,"No",,65,,,,,,,,,,
65500,"วัสดุสิ้นเปลือง",,"Expense",,,"No",,65,,,,,,,,,,
66,"ประมวลผลข้อมูล",,"Expense",,,"Yes",,6,,,,,66,"Data Processing Expense","xx4","Data Processing Expense",,
66100,"ค่าอุปกรณ์คอมพิวเตอร์",,"Expense",,,"No",,66,,,,,,,,,,
66200,"ค่าเช่าอุปกรณ์คอมพิวเตอร์",,"Expense",,,"No",,66,,,,,,,,,,
66300,"ค่าบริการคอมพิวเตอร์นอกสถานที่",,"Expense",,,"No",,66,,,,,,,,,,
66900,"ค่าใช้จ่ายอื่น ๆ เกี่ยวกับคอมพิวเตอร์",,"Expense",,,"No",,66,,,,,,,,,,
67,"ค่าเสื่อมราคา",,"Expense",,,"Yes",,6,,,,,67,"Depreciation Expense",20,"Depreciation",,
67120,"ค่าเสื่อมราคา-อาคาร",,"Expense",,,"No",,67,,,,,,,,,,
67130,"ค่าเสื่อมราคา-ส่วนปรับปรุงที่ดิน",,"Expense",,,"No",,67,,,,,,,,,,
67140,"ค่าเสื่อมราคา-ส่วนปรับปรุงอาคาร",,"Expense",,,"No",,67,,,,,,,,,,
67150,"ค่าเสื่อมราคา-ส่วนปรับปรุง",,"Expense",,,"No",,67,,,,,,,,,,
67210,"ค่าเสื่อมราคา-เฟอร์นิเจอร์",,"Expense",,,"No",,67,,,,,,,,,,
67220,"ค่าเสื่อมราคา-เครื่องตกแต่งสำนักงาน",,"Expense",,,"No",,67,,,,,,,,,,
67230,"ค่าเสื่อมราคา-เครื่องมือ",,"Expense",,,"No",,67,,,,,,,,,,
67240,"ค่าเสื่อมราคา-ยานพาหนะ",,"Expense",,,"No",,67,,,,,,,,,,
67250,"ค่าเสื่อมราคา-เครื่องคอมพิวเตอร์",,"Expense",,,"No",,67,,,,,,,,,,
67260,"ค่าเสื่อมราคา-ซอฟท์แวร์",,"Expense",,,"No",,67,,,,,,,,,,
68,"ค่าใช้จ่ายในการเดินทาง",,"Expense",,,"Yes",,6,,,,,68,"Travel & Entertainment",,,,
68100,"ค่าใช้จ่ายในการเดินทางเกี่ยวกับธุรกิจ",,"Expense",,,"No",,68,,,,,,,,,,
68200,"ค่าใช้จ่ายในการเดินทางที่ใช้เงินคืนอัตโนมัติ",,"Expense",,,"No",,68,,,,,,,,,,
68300,"ค่าที่พักเกี่ยวกับธุรกิจ",,"Expense",,,"No",,68,,,,,,,,,,
68400,"ค่าอาหารเกี่ยวกับธุรกิจ",,"Expense",,,"No",,68,,,,,,,,,,
68500,"ค่าอาหารการประชุมพนักงาน",,"Expense",,,"No",,68,,,,,,,,,,
68600,"ค่าใช้จ่ายในการเดินทางพนักงาน","Default employee expenses","Expense",,"Yes","No","E_EXPENSE_ACCT",68,,,,,,,,,,
68900,"ค่าใช้จ่ายในการเดินทางเกี่ยวกับธุรกิจอื่น ๆ",,"Expense",,,"No",,68,,,,,,,,,,
69,"ค่าเบี้ยประกันภัย",,"Expense",,,"Yes",,6,,,,,69,"Insurance",,,,
69100,"ค่าเบี้ยประกันภัยธุรกิจ",,"Expense",,,"No",,69,,,,,,,,,,
69200,"ค่าเบี้ยประกันภัยอสังหาริมทรัพย์",,"Expense",,,"No",,69,,,,,,,,,,
69300,"ค่าเบี้ยประกันรถยนต์",,"Expense",,,"No",,69,,,,,,,,,,
69400,"ค่าเบี้ยประกันภัยอื่น ๆ",,"Expense",,,"No",,69,,,,,,,,,,
70,"ต้นทุนการดำเนินการ",,"Expense",,,"Yes",,6,,,,,70,"Payment Processor Costs",,,,
70100,"ค่าธรรมเนียมบัตรเครดิต",,"Expense",,,"No",,70,,,,,,,,,,
70200,"ค่าธรรมเนียมธนาคาร","Bank expenses","Expense",,"Yes","No","B_EXPENSE_ACCT",70,,,,,,,,,,
70900,"ค่าธรรมเนียมอื่น",,"Expense",,,"No",,70,,,,,,,,,,
71,"Dues & Subscription",,"Expense",,,"Yes",,6,,,,,71,"Dues & Subscriptions",,,,
71100,"ค่าธรรมเนียมสมาชิกสมาคม",,"Expense",,,"No",,71,,,,,,,,,,
71200,"ค่าธรรมเนียมการเป็นสมาชิกอื่น",,"Expense",,,"No",,71,,,,,,,,,,
72,"ค่าใช้จ่ายสำนักงาน",,"Expense",,,"Yes",,6,,,,,72,"Office Expense",,,,
72100,"ค่าใช้จ่ายสำนักงาน",,"Expense",,,"No",,72,,,,,,,,,,
73,"ค่าไปรษณีย์",,"Expense",,,"Yes",,6,,,,,73,"Postage & Shipping",,,,
73100,"ค่าไปรษณีย์โทรเลข",,"Expense",,,"No",,73,,,,,,,,,,
73200,"ค่าบรรจุหีบห่อให้ลูกค้า",,"Expense",,,"No",,73,,,,,,,,,,
73290,"ค่าไปรษณีย์ส่งของให้ลูกค้า",,"Expense",,,"No",,73,,,,,,,,,,
73300,"ค่าใช้จ่ายในการจัดส่งสินค้า",,"Expense",,,"No",,73,,,,,,,,,,
74,"ค่าภาษีและค่าลิขสิทธิ์",,"Expense",,,"Yes",,6,,,,,74,"Taxes and Licenses",17,"Taxes and Licenses",,
74100,"ค่าภาษี","Sales Tax paid to Vendors","Expense",,"Yes","No","T_EXPENSE_ACCT",74,,,,,,,,,,
74300,"ค่าภาษีโรงเรือน",,"Expense",,,"No",,74,,,,,,,,,,
74400,"ค่าธรรมเนียมและค่าลิขสิทธิ์ทางธุรกิจ",,"Expense",,,"No",,74,,,,,,,,,,
74500,"ค่าภาษีธุรกิจ",,"Expense",,,"No",,74,,,,,,,,,,
74600,"ค่าภาษีรถยนต์",,"Expense",,,"No",,74,,,,,,,,,,
74900,"ค่าธรรมเนียมและค่าลิขสิทธิ์อื่น ๆ",,"Expense",,,"No",,74,,,,,,,,,,
75,"ค่าอบรม",,"Expense",,,"Yes",,6,,,,,75,"Education",,,,
75100,"ค่าทัศนศึกษา",,"Expense",,,"No",,75,,,,,,,,,,
75200,"ค่าใช้จ่ายในการเดินทางทัศนศึกษา",,"Expense",,,"No",,75,,,,,,,,,,
75300,"ค่าอาหารสำหรับการอบรม",,"Expense",,,"No",,75,,,,,,,,,,
75900,"ค่าใช้จ่ายอื่น ๆ เกี่ยวกับการอบรม",,"Expense",,,"No",,75,,,,,,,,,,
76,"ค่าเช่าเครื่องมือ",,"Expense",,,"Yes",,6,,,,,76,"Equipment Rent",,,,
76100,"ค่าเช่าเครื่องมือ-สำนักงาน",,"Expense",,,"No",,76,,,,,,,,,,
76200,"ค่าเช่าเครื่องมือ-คลัง",,"Expense",,,"No",,76,,,,,,,,,,
76900,"ค่าเช่าเครื่องมืออื่น",,"Expense",,,"No",,76,,,,,,,,,,
77,"ค่าซ่อมแซมและบำรุงรักษา",,"Expense",,,"Yes",,6,,,,,77,"Repairs & Maintenance",14,"Repairs and maintenance",,
77100,"ค่าซ่อมแซมและบำรุงรักษา-อาคาร",,"Expense",,,"No",,77,,,,,,,,,,
77200,"ค่าซ่อมแซมและบำรุงรักษา-เครื่องตกแต่งและเครื่องมือ",,"Expense",,,"No",,77,,,,,,,,,,
77300,"ค่าซ่อมแซมและบำรุงรักษา-คอมพิวเตอร์",,"Expense",,,"No",,77,,,,,,,,,,
77400,"ค่าซ่อมแซมและบำรุงรักษา-ซอฟท์แวร์",,"Expense",,,"No",,77,,,,,,,,,,
77500,"ค่าซ่อมแซมและบำรุงรักษา-รถยนต์",,"Expense",,,"No",,77,,,,,,,,,,
77900,"ค่าซ่อมแซมและบำรุงรักษาอื่น",,"Expense",,,"No",,77,,,,,,,,,,
78,"ค่าใช้จ่ายในการดำเนินงาน",,"Expense",,,"Yes",,6,,,,,78,"Other Operating Expenses",,,,
78100,"หนี้สูญ","Receivables write-off - bad debt","Expense",,"Yes","No","WRITEOFF_ACCT",78,,,,,,,15,"Bad Debt",,
78200,"ค่าใช้จ่ายในการเก็บหนี้",,"Expense",,,"No",,78,,,,,,,,,,
78300,"ส่วนเกิน/ขาดเงินสดย่อย","Petty Cash Differences","Expense",,"Yes","No","CB_DIFFERENCES_ACCT",78,,,,,,,,,,
78400,"ค่าใช้จ่ายในการรับสมัครพนักงาน",,"Expense",,,"No",,78,,,,,,,,,,
78500,"ค่าใช้จ่ายยานพาหนะ",,"Expense",,,"No",,78,,,,,,,,,,
78600,"ค่าใช้จ่ายตัดบัญชี",,"Expense",,,"No",,78,,,,,,,,,,
78700,"ค่าปรับและเงินเพิ่ม",,"Expense",,,"No",,78,,,,,,,,,,
78800,"ค่าความนิยม, ค่าสิทธิพิเศษ",,"Expense",,,"No",,78,,,,,,,,,,
78900,"ค่าใช้จ่ายเบ็ดเตล็ด",,"Expense",,,"No",,78,,,,,,,,,,
78910,"ค่าการกุศล",,"Expense",,,"No",,78,,,,,,,,,,
78920,"วััสดึุสำนักงานเครื่องเขียน",,"Expense",,,"No",,78,,,,,,,,,,
78930,"วารสารสิ่งพิมพ์",,"Expense",,,"No",,78,,,,,,,,,,
78940,"ค่ารับส่งเอกสาร",,"Expense",,,"No",,78,,,,,,,,,,
78950,"ค่าวัสดุสำนักงาน",,"Expense",,,"No",,78,,,,,,,,,,
78960,"ค่าเช่าสัญญาณเตือนภัย",,"Expense",,,"No",,78,,,,,,,,,,
78970,"ค่ารับรอง",,"Expense",,,"No",,78,,,,,,,,,,
78980,"ค่าใช้จ่ายต้องห้่้าม",,"Expense",,,"No",,78,,,,,,,,,,
79,"Default/Suspense Accounts","Temporary accounts - balance should be zero","Expense",,,"Yes",,6,,,,,79,"Default/Suspense Accounts",,,,
79100,"Default account","Default Account (if no other account is defined) V1.1","Expense",,"Yes","No","DEFAULT_ACCT",79,,,,,,,,,,
79200,"Suspense balancing ","Difference to make journal balance in source currency - needs to be solved","Expense",,"Yes","No","SUSPENSEBALANCING_ACCT",79,,,,,,,,,,
79300,"Suspense error","Import did not find account - needs to be solved","Expense",,"Yes","No","SUSPENSEERROR_ACCT",79,,,,,,,,,,
79400,"Cash book expense","Default other expense for petty cash transactions","Expense",,"Yes","No","CB_EXPENSE_ACCT",79,,,,,,,,,,
79500,"Cash book receipts","Default other revenue for petty cash transactions","Revenue",,"Yes","No","CB_RECEIPT_ACCT",79,,,,,,,,,,
79600,"Charge expense","Default other expense","Expense",,"Yes","No","CH_EXPENSE_ACCT",79,,,,,,,,,,
79700,"Charge revenue","Default other revenue","Revenue",,"Yes","No","CH_REVENUE_ACCT",79,,,,,,,,,,
80,"รายได้อื่น ๆ",,"Revenue",,,"Yes",,,,,,,80,"Other Income",,,,
80100,"ดอกเบี้ยรับ","Bank interest revenue","Revenue",,"Yes","No","B_INTERESTREV_ACCT",80,,,,,,,5,"Interest",,
80200,"เงินปันผลรับ",,"Revenue",,,"No",,80,,,,,,,4,"Dividents",,
80300,"ค่าเช่ารับ",,"Revenue",,,"No",,80,,,,,,,6,"Gross Rents",,
805,"กำไรจากอัตราแลกเปลี่ยน",,"Revenue",,,"Yes",,80,,,,,805,"Currency Gain",,,,
80510,"กำไรจากอัตราแลกเปลี่ยน-ธนาคาร","Foreign currency bank account gain","Revenue",,"Yes","No","B_REVALUATIONGAIN_ACCT",805,,,,,,,,,,
80520,"กำไรจากอัตราแลกเปลี่ยน-การชำระเงินธนาคาร","Difference between payment and bank account currency","Revenue",,"Yes","No","B_SETTLEMENTGAIN_ACCT",805,,,,,,,,,,
80530,"กำไรจากอัตราแลกเปลี่ยน-การรับชำระเงิน","Difference between foreign currency receivables/payables and current rate","Revenue",,"Yes","No","UNREALIZEDGAIN_ACCT",805,,,,,,,,,,
80540,"กำไรจากอัตราแลกเปลี่ยน-การชำระหนี้","Difference between invoice and payment currency","Revenue",,"Yes","No","REALIZEDGAIN_ACCT",805,,,,,,,,,,
80700,"กำไรจากการขายหุ้นทุน",,"Revenue",,,"No",,80,,,,,,,,,,
80800,"กำไรจากการขายทรัพย์สิน",,"Revenue",,,"No",,80,,,,,,,,,,
80850,"รายได้ที่ไม่เกี่ยวกับการขายอื่น",,"Revenue",,,"No",,80,,,,,,,,,,
80900,"รายได้อื่น ๆ",,"Revenue",,,"No",,80,,,,,,,,,,
82,"ค่าใช้จ่ายอื่น ๆ",,"Expense",,,"Yes",,,,,,,82,"Other Expense",,,,
82100,"ดอกเบี้ยจ่าย","Bank interest expense","Expense",,"Yes","No","B_INTERESTEXP_ACCT",82,,,,,,,18,"Interest",,
82200,"ดอกเบี้ยจ่าย-เงินกู้",,"Expense",,,"No",,82,,,,,,,,,,
825,"ขาดทุนจากอัตราแลกเปลี่ยน",,"Expense",,,"Yes",,82,,,,,825,"Currency Loss",,,,
82510,"ขาดทุนจากอัตราแลกเปลี่ยน-ธนาคาร","Foreign currency bank account loss","Expense",,"Yes","No","B_REVALUATIONLOSS_ACCT",825,,,,,,,,,,
82520,"ขาดทุนจากอัตราแลกเปลี่ยน-การชำระเงินธนาคาร","Difference between payment and bank account currency","Expense",,"Yes","No","B_SETTLEMENTLOSS_ACCT",825,,,,,,,,,,
82530,"ขาดทุนจากอัตราแลกเปลี่ยน-การรับ-จ่ายเงิน","Difference between foreign currency receivables/payables and current rate","Expense",,"Yes","No","UNREALIZEDLOSS_ACCT",825,,,,,,,,,,
82540,"ขาดทุนจากอัตราแลกเปลี่ยน-การชำระหนี้","Difference between invoice and payment currency","Expense",,"Yes","No","REALIZEDLOSS_ACCT",825,,,,,,,,,,
82550,"ส่วนต่างจากการปรับปรุงทางบัญชี(อัตราแลกเปลี่ยน)","Rounding difference to make journal balance in accounting currency","Expense",,"Yes","No","CURRENCYBALANCING_ACCT",825,,,,,,,,,,
82700,"ขาดทุนจากการขายหุ้นทุน",,"Expense",,,"No",,82,,,,,,,,,,
82800,"ขาดทุนจากการขายทรัพย์สิน",,"Expense",,,"No",,82,,,,,,,,,,
82900,"ค่าใช้จ่ายอื่น ๆ",,"Expense",,,"No",,82,,,,,,,,,,
,,,,,,,,,,,,,"82_","Net Income before Tax",,,,
89,"Income Tax & Summary",,"Expense",,,"Yes",,,,,,,89,"Income Tax & Summary",,,,
89100,"Federal Income Tax",,"Expense",,,"No",,89,,,,,,,,,,
89200,"State Income Tax",,"Expense",,,"No",,89,,,,,,,,,,
89300,"ภาษีท้องถิ่น",,"Expense",,,"No",,89,,,,,,,,,,
89900,"ภาษีเงินได้สะสม","Year end processing to balance account (Retained Earnings)","Expense",,"Yes","No","INCOMESUMMARY_ACCT",89,,,,,"89_","Net Income",,,,
91,"Costing",,"Memo",,,"Yes",,,,,,,,,,,,
911,"Profit Center Costing Distribution",,"Memo",,,"No",,91,,,,,,,,,,
912,"Project Costing Distribution",,"Memo",,,"No",,91,,,,,,,,,,
95,"Commitment Accounting",,"Memo",,,"Yes",,,,,,,,,,,,
951,"PO Encumbrance",,"Memo",,,"No",,95,,,,,,,,,,
952,"PO Commitment",,"Memo",,,"No","COMMITMENTOFFSET_ACCT",95,,,,,,,,,,
955,"SO Future Revenue",,"Memo",,,"No",,95,,,,,,,,,,
