[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
K1BA25,Forderungen gegen verbundene Unternehmen H-Saldo,Forderungen gegen verbundene Unternehmen H-Saldo,Asset,,,Yes,,K1BA2,,,,,,,,,,
1276,Wertberichtigungen zu Forderungrn mit einer Restlaufzeit bis zu 1 Jahr gegen verbundene Unternehmen,Wertberichtigungen zu Forderungrn mit einer Restlaufzeit bis zu 1 Jahr gegen verbundene Unternehmen,Asset,,,No,,K1BA25,,,,,,,,,,
1277,Wertberichtigungen zu Forderungrn mit einer Restlaufzeit von mehr als 1 Jahr gegen verbundene Unternehmen,Wertberichtigungen zu Forderungrn mit einer Restlaufzeit von mehr als 1 Jahr gegen verbundene Unternehmen,Asset,,,No,,K1BA25,,,,,,,,,,
K1BA26,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht oder Verbindlichkeiten gegenüber Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Asset,,,Yes,,K1BA2,,,,,,,,,,
1280,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Asset,,,Yes,,K1BA26,,,,,,,,,,
1281,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr,Asset,,,No,,1280,,,,,,,,,,
1285,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr,Asset,,,No,,1280,,,,,,,,,,
1286,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Asset,,,No,,1280,,,,,,,,,,
1287,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr,Asset,,,No,,1280,,,,,,,,,,
1288,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr,Asset,,,No,,1280,,,,,,,,,,
1289,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht- bundesbankfähig,Besitzwechsel gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht- bundesbankfähig,Asset,,,No,,1280,,,,,,,,,,
1290,Forderungen aus Lieferungen und Leistungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Forderungen aus Lieferungen und Leistungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht,Asset,,,No,,1280,,,,,,,,,,
1291,Forderungen aus Lieferungen und Leistungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr,Forderungen aus Lieferungen und Leistungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr,Asset,,,No,,1280,,,,,,,,,,
1295,Forderungen aus Lieferungen und Leistungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr,Forderungen aus Lieferungen und Leistungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr,Asset,,,No,,1280,,,,,,,,,,
K1BA27,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht H-Saldo,Forderungen gegen Unternehmen- mit denen ein Beteiligungsverhältnis besteht H-Saldo,Asset,,,Yes,,K1BA2,,,,,,,,,,
1296,Wertberichtigungen zu Forderungen mit einer Restlaufzeit bis zu 1 Jahr gegen Unternhemen- mit denen ein Beteiligungsverhältnis besteht,Wertberichtigungen zu Forderungen mit einer Restlaufzeit bis zu 1 Jahr gegen Unternhemen- mit denen ein Beteiligungsverhältnis besteht,Asset,,,No,,K1BA27,,,,,,,,,,
1297,Wertberichtigungen zu Forderungen mit einer Restlaufzeit von mehr als 1 Jahr gegen Unternhemen- mit denen ein Beteiligungsverhältnis besteht,Wertberichtigungen zu Forderungen mit einer Restlaufzeit von mehr als 1 Jahr gegen Unternhemen- mit denen ein Beteiligungsverhältnis besteht,Asset,,,No,,K1BA27,,,,,,,,,,
K1BA28,Eingeforderte- noch ausstehende Kapitaleinlagen,Eingeforderte- noch ausstehende Kapitaleinlagen,Asset,,,Yes,,K1BA2,,,,,,,,,,
1298,Ausstehende Einlagen auf das gezeichnete Kapital- eingefordert (Forderungen- nicht eingeforderte ausstehende Einlagen s. Konto 2910),Ausstehende Einlagen auf das gezeichnete Kapital- eingefordert (Forderungen- nicht eingeforderte ausstehende Einlagen s. Konto 2910),Asset,,,No,,K1BA28,,,,,,,,,,
K1BA29,Eingeforderte Nachschüsse,Eingeforderte Nachschüsse,Asset,,,Yes,,K1BA2,,,,,,,,,,
1299,Eingeforderte Nachschüsse (gegenkonto 2929),Eingeforderte Nachschüsse (gegenkonto 2929),Asset,,,No,,K1BA29,,,,,,,,,,
K1BA2a,Sonstige Vermögensgegenstände,Sonstige Vermögensgegenstände,Asset,,,Yes,,K1BA2,,,,,,,,,,
1300,Sonstige Vermögensgegenstände,Sonstige Vermögensgegenstände,Asset,,,Yes,,K1BA2a,,,,,,,,,,
1301,Sonstige Vermögensgegenstände - Restlaufzeit bis 1 Jahr,Sonstige Vermögensgegenstände - Restlaufzeit bis 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1305,Sonstige Vermögensgegenstände - Restlaufzeit größer 1 Jahr,Sonstige Vermögensgegenstände - Restlaufzeit größer 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1310,Forderungen gegen Vorstandsmitglieder und Geschäftsführer,Forderungen gegen Vorstandsmitglieder und Geschäftsführer,Asset,,,No,,1300,,,,,,,,,,
1311,Forderungen gegen Vorstandsmitglieder und Geschäftsführer - Restlaufzeit bis 1 Jahr,Forderungen gegen Vorstandsmitglieder und Geschäftsführer - Restlaufzeit bis 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1315,Forderungen gegen Vorstandsmitglieder und Geschäftsführer - Restlaufzeit größer 1 Jahr,Forderungen gegen Vorstandsmitglieder und Geschäftsführer - Restlaufzeit größer 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1320,Forderung gegen Aufsichtsrats- und Beirats- Mitglieder,Forderung gegen Aufsichtsrats- und Beirats- Mitglieder,Asset,,,No,,1300,,,,,,,,,,
1321,Forderung gegen Aufsichtsrats- und Beirats- Mitglieder - Restlaufzeit bis 1 Jahr,Forderung gegen Aufsichtsrats- und Beirats- Mitglieder - Restlaufzeit bis 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1325,Forderung gegen Aufsichtsrats- und Beirats- Mitglieder - Restlaufzeit größer 1 Jahr,Forderung gegen Aufsichtsrats- und Beirats- Mitglieder - Restlaufzeit größer 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1330,Forderungen gegen Gesellschafter,Forderungen gegen Gesellschafter,Asset,,,No,,1300,,,,,,,,,,
1331,Forderungen gegen Gesellschafter - Restlaufzeit bis 1 Jahr,Forderungen gegen Gesellschafter - Restlaufzeit bis 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1335,Forderungen gegen Gesellschafter - Restlaufzeit größer 1 Jahr,Forderungen gegen Gesellschafter - Restlaufzeit größer 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1340,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung,Asset,,,No,,1300,,,,,,,,,,
1341,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit bis 1 Jahr,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit bis 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1345,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit größer 1 Jahr,Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit größer 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1350,Kautionen ,Kautionen ,Asset,,,No,,1300,,,,,,,,,,
1351,Kautionen - Restlaufzeit bis 1 Jahr,Kautionen - Restlaufzeit bis 1 Jahr,Asset,,,No,,1300,,,,,,,,,,
1355,Kautionen - Restlaufzeit größer 1 Jar,Kautionen - Restlaufzeit größer 1 Jar,Asset,,,No,,1300,,,,,,,,,,
1360,Darlehen,Darlehen,Asset,,,No,,1300,,,,,,,,,,
1361,Darlehen - Restlaufzeit bis 1 jahr,Darlehen - Restlaufzeit bis 1 jahr,Asset,,,No,,1300,,,,,,,,,,
1365,Darlehen - Restlaufzeit größer 1 jahr,Darlehen - Restlaufzeit größer 1 jahr,Asset,,,No,,1300,,,,,,,,,,
K1BA2b,Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten,Sonstige Vermögensgegenstände oder sonstige Verbindlichkeiten,Asset,,,Yes,,K1BA2,,,,,,,,,,
1370,Durchlaufende Posten,Durchlaufende Posten,Asset,,Yes,No,SUSPENSEERROR_ACCT,K1BA2b,,,,,,,,,,
1374,Fremdgeld,Fremdgeld,Asset,,,No,,K1BA2b,,,,,,,,,,
1375,Agenturwarenabrechnung,Agenturwarenabrechnung,Asset,,,No,,K1BA2a,,,,,,,,,,
1376,Nachträglich abziehbare Vorsteuer- § 15a Abs. 2 UStG,Nachträglich abziehbare Vorsteuer- § 15a Abs. 2 UStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1377,Zurückzuzahlende Vorsteuer- § 15a Abs. 2 UStG,Zurückzuzahlende Vorsteuer- § 15a Abs. 2 UStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1378,Ansprüche aus Rückdeckungsversicherungen,Ansprüche aus Rückdeckungsversicherungen,Asset,,,No,,K1BA2a,,,,,,,,,,
1390,GmbH-Anteile zum kurzfristigen Verbleib,GmbH-Anteile zum kurzfristigen Verbleib,Asset,,,No,,K1BA2a,,,,,,,,,,
1395,Genossenschaftsanteile zum kurzfristigen Verbleib,Genossenschaftsanteile zum kurzfristigen Verbleib,Asset,,,No,,K1BA2a,,,,,,,,,,
1396,Nachträglich abziehbare Vorsteuer- § 15a Abs. 1 UStG- bewegliche Wirtschaftsgüter,Nachträglich abziehbare Vorsteuer- § 15a Abs. 1 UStG- bewegliche Wirtschaftsgüter,Asset,,,No,,K1BA2b,,,,,,,,,,
1397,Zurückzuzahlende Vorsteuer- § 15a Abs. 1 UStG- bewegliche Wirtschaftsgüter,Zurückzuzahlende Vorsteuer- § 15a Abs. 1 UStG- bewegliche Wirtschaftsgüter,Asset,,,No,,K1BA2b,,,,,,,,,,
1398,Natürlich abziehbare Vorsteuer- § 15a Abs. 1 UStG- unbewegliche Wirtschaftsgüter,Natürlich abziehbare Vorsteuer- § 15a Abs. 1 UStG- unbewegliche Wirtschaftsgüter,Asset,,,No,,K1BA2b,,,,,,,,,,
1399,Zurückzahlende Vorsteuer- § 15a Abs. 1 UStG- unbewegliche Wirtschaftsgüter,Zurückzahlende Vorsteuer- § 15a Abs. 1 UStG- unbewegliche Wirtschaftsgüter,Asset,,,No,,K1BA2b,,,,,,,,,,
1400,Abziehbare Vorsteuer,Tax to be re-imbursed - before tax declaration,Asset,,Yes,No,T_CREDIT_ACCT,K1BA2b,,,,,,,,,,
1401,Abziehbare Vorsteuer 7%,Abziehbare Vorsteuer 7%,Asset,,,No,,K1BA2b,,,,,,,,,,
1402,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb,Asset,,,No,,K1BA2b,,,,,,,,,,
1403,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 16%,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 16%,Asset,,,No,,K1BA2b,,,,,,,,,,
1404,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Asset,,,No,,K1BA2b,,,,,,,,,,
1405,Abziehbare Vorsteuer 16%,Abziehbare Vorsteuer 16%,Asset,,,No,,K1BA2b,,,,,,,,,,
1406,Abziehbare Vorsteuer 19%,Abziehbare Vorsteuer 19%,Asset,,,No,,K1BA2b,,,,,,,,,,
1407,Abziehbare Vorsteuer nach § 13b UStG 19%,Abziehbare Vorsteuer nach § 13b UStG 19%,Asset,,,No,,K1BA2b,,,,,,,,,,
1408,Abziehbare Vorsteuer nach § 13b UStG ,Abziehbare Vorsteuer nach § 13b UStG ,Asset,,,No,,K1BA2b,,,,,,,,,,
1409,Abziehbare Vorsteuer nach § 13b UStG 16%,Abziehbare Vorsteuer nach § 13b UStG 16%,Asset,,,No,,K1BA2b,,,,,,,,,,
1410,Aufzuteilende Vorsteuer,Aufzuteilende Vorsteuer,Asset,,,No,,K1BA2b,,,,,,,,,,
1411,Aufzuteilende Vorsteuer 7%,Aufzuteilende Vorsteuer 7%,Asset,,,No,,K1BA2b,,,,,,,,,,
1412,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb,Asset,,,No,,K1BA2b,,,,,,,,,,
1413,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Asset,,,No,,K1BA2b,,,,,,,,,,
1415,Aufzuteilende Vorsteuer 16%,Aufzuteilende Vorsteuer 16%,Asset,,,No,,K1BA2b,,,,,,,,,,
1416,Aufzuteilende Vorsteuer 19%,Aufzuteilende Vorsteuer 19%,Asset,,,No,,K1BA2b,,,,,,,,,,
1417,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1418,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 16%,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 16%,Asset,,,No,,K1BA2b,,,,,,,,,,
1419,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 19%,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 19%,Asset,,,No,,K1BA2b,,,,,,,,,,
1420,Umsatzsteuerforderung,Umsatzsteuerforderung,Asset,,,No,,K1BA2a,,,,,,,,,,
1421,Umsatzsteuerforderungen laufendes Jahr,Umsatzsteuerforderungen laufendes Jahr,Asset,,,No,,K1BA2b,,,,,,,,,,
1422,Umsatzsteuerforderungen Vorjahr,Umsatzsteuerforderungen Vorjahr,Asset,,,No,,K1BA2a,,,,,,,,,,
1425,Umsatzsteuerforderungen frühere Jahre,Umsatzsteuerforderungen frühere Jahre,Asset,,,No,,K1BA2a,,,,,,,,,,
1427,Forderungen aus einrichteten Verbrauchsteuern,Forderungen aus einrichteten Verbrauchsteuern,Asset,,,No,,K1BA2a,,,,,,,,,,
1431,Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Unsatzsteuerlager,Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Unsatzsteuerlager,Asset,,,No,,K1BA2b,,,,,,,,,,
1432,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Ust-Identifikationsnummer,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Ust-Identifikationsnummer,Asset,,,No,,K1BA2b,,,,,,,,,,
1433,Bezahlte Einfuhrumsatzsteuer,Bezahlte Einfuhrumsatzsteuer,Asset,,,No,,K1BA2b,,,,,,,,,,
1434,Vorsteuer im Folgejahr abziehbar,Vorsteuer im Folgejahr abziehbar,Asset,,,No,,K1BA2b,,,,,,,,,,
1435,Steuerüberzahlungen,Tax to receive based on tax declaration,Asset,,Yes,No,T_RECEIVABLES_ACCT,K1BA2a,,,,,,,,,,
1440,Steuererstattungsanspruch gegenüber andere EG-Ländern,Steuererstattungsanspruch gegenüber andere EG-Ländern,Asset,,,No,,K1BA2a,,,,,,,,,,
1450,Körperschaftsteuerrückforderung,Körperschaftsteuerrückforderung,Asset,,,No,,K1BA2a,,,,,,,,,,
1452,Körperschaftsteuerguthaben nach § 37 KStG - Restlaufzeit bis 1 Jahr,Körperschaftsteuerguthaben nach § 37 KStG - Restlaufzeit bis 1 Jahr,Asset,,,No,,K1BA2a,,,,,,,,,,
1453,Körperschaftsteuerguthaben nach § 37 KStG - Restlaufzeit größer 1 Jahr,Körperschaftsteuerguthaben nach § 37 KStG - Restlaufzeit größer 1 Jahr,Asset,,,No,,K1BA2a,,,,,,,,,,
1456,Forderungen an das Finanzamt aus abgeführtem Bauabzugsbetrag,Forderungen an das Finanzamt aus abgeführtem Bauabzugsbetrag,Asset,,,No,,K1BA2a,,,,,,,,,,
1460,Geldtransit,Geldtransit,Asset,,,No,,K1BA2b,,,,,,,,,,
1480,Gegenkonto Vorsteuer § 4/3 EStG,Gegenkonto Vorsteuer § 4/3 EStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1481,Auflösung Vorsteuer aus Vorjahr § 4/3 EStG,Auflösung Vorsteuer aus Vorjahr § 4/3 EStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1482,Vorsteuer aus Investitionen § 4/3 EStG,Vorsteuer aus Investitionen § 4/3 EStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1483,Gegenkonto für Vorsteuer nach Durchschnittssätzen für § 4 Abs. 3 EStG,Gegenkonto für Vorsteuer nach Durchschnittssätzen für § 4 Abs. 3 EStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1484,Vorsteuer nach allgemeinen Durchschnittssätzen UStVA Kz. 63,Vorsteuer nach allgemeinen Durchschnittssätzen UStVA Kz. 63,Asset,,,No,,K1BA2b,,,,,,,,,,
1485,Verrechnungskonto Gewinnermittlung § 4/3 EStG- ergebniswirksam,Verrechnungskonto Gewinnermittlung § 4/3 EStG- ergebniswirksam,Asset,,,No,,K1BA2b,,,,,,,,,,
1486,Verrechnungskonto Gewinnermittlung § 4/3 EStG- nicht ergebniswirksam,Verrechnungskonto Gewinnermittlung § 4/3 EStG- nicht ergebniswirksam,Asset,,,No,,K1BA2b,,,,,,,,,,
1487,Wirtschaftsgüter des Umlaufvermögens gemäß §4 Abs. 3 Satz 4 EStG,Wirtschaftsgüter des Umlaufvermögens gemäß §4 Abs. 3 Satz 4 EStG,Asset,,,No,,K1BA2b,,,,,,,,,,
1490,Verrechnungskonto Ist-Versteuerung,Verrechnungskonto Ist-Versteuerung,Asset,,,No,,K1BA2b,,,,,,,,,,
K1BA2c,Sonstige Verbindlichkeiten S-Saldo,Sonstige Verbindlichkeiten S-Saldo,Asset,,,Yes,,K1BA2,,,,,,,,,,
1495,Verrechnungskonto erhaltene Anzahlungen bei Buchungen über Debitorenkonto,Verrechnungskonto erhaltene Anzahlungen bei Buchungen über Debitorenkonto,Asset,,,No,,K1BA2c,,,,,,,,,,
1498,überleitungskonto Kostenstellen,überleitungskonto Kostenstellen,Asset,,,No,,K1BA2b,,,,,,,,,,
K1BA3,Wertpapiere,Wertpapiere,Asset,,,Yes,,K1BA,K1BA3,Wetpapiere,,,,,,,,
K1BA31,Anteile an verbundenen Unternehmen,Anteile an verbundenen Unternehmen,Asset,,,Yes,,K1BA3,,,,,,,,,,
1500,Anteile an verbundenen Unternehmen (Umlaufvermögen),Anteile an verbundenen Unternehmen (Umlaufvermögen),Asset,,,No,,K1BA31,,,,,,,,,,
1504,Anteile an herrschender oder mit Mehrheit beteiligter Gesellschaft,Anteile an herrschender oder mit Mehrheit beteiligter Gesellschaft,Asset,,,No,,K1BA31,,,,,,,,,,
K1BA32,Eigene Anteile ,Eigene Anteile ,Asset,,,Yes,,K1BA3,,,,,,,,,,
1505,Eigene Anteile ,Eigene Anteile ,Asset,,,No,,K1BA32,,,,,,,,,,
K1BA33,Sonstige Wertpapiere,Sonstige Wertpapiere,Asset,,,Yes,,K1BA3,,,,,,,,,,
1510,Sonstige Wertpapiere,Sonstige Wertpapiere,Asset,,,Yes,,K1BA33,,,,,,,,,,
1520,Finanzwechsel,Finanzwechsel,Asset,,,No,,1510,,,,,,,,,,
1525,Andere Wertpapiere mit unwesentlichen Wertschwankungen im Sinne Textziffer 18 DRS 2,Andere Wertpapiere mit unwesentlichen Wertschwankungen im Sinne Textziffer 18 DRS 2,Asset,,,No,,1510,,,,,,,,,,
1530,Wertpapieranlagen im Rahmen der Kurzfristigen Finanzdisposition ,Wertpapieranlagen im Rahmen der Kurzfristigen Finanzdisposition ,Asset,,,No,,1510,,,,,,,,,,
K1BA4,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,Asset,,,Yes,,K1BA,K1BA4,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,,,,,,,,
K1BA41,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks,Asset,,,Yes,,K1BA4,,,,,,,,,,
1550,Schecks,Schecks,Asset,,,No,,K1BA41,,,,,,,,,,
1600,Kasse ,Petty Cash Account,Asset,,Yes,No,CB_ASSET_ACCT,K1BA41,,,,,,,,,,
1610,Nebenkasse 1,Nebenkasse 1,Asset,,,No,,1600,,,,,,,,,,
1620,Nebenkasse 2,Nebenkasse 2,Asset,,,No,,1600,,,,,,,,,,
K1BA42,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten,Kassenbestand- Bundesbankguthaben- Guthaben bei Kreditinstituten und Schecks oder Verbindlichkeiten gegenüber Kreditinstituten,Asset,,,Yes,,K1BA4,,,,,,,,,,
1700,Postbank,Postbank,Asset,,,Yes,,K1BA42,,,,,,,,,,
1710,Postbank 1,Postbank 1,Asset,,,No,,1700,,,,,,,,,,
1720,Postbank 2,Postbank 2,Asset,,,No,,1700,,,,,,,,,,
1730,Postbank 3,Postbank 3,Asset,,,No,,1700,,,,,,,,,,
1780,LZB-Guthaben,LZB-Guthaben,Asset,,,No,,1700,,,,,,,,,,
1790,Bundesbankguthaben,Bundesbankguthaben,Asset,,,No,,1700,,,,,,,,,,
1800,Bank,Bank Cash Account,Asset,,Yes,No,B_ASSET_ACCT,K1BA42,,,,,,,,,,
1801,* Bank Kontobewegung,Bank transactions in transit,Asset,,Yes,No,B_INTRANSIT_ACCT,1800,,,,,,,,,,
1802,* Bank nicht identifizierte Zahlungen,Receipts from unidentified customer,Asset,,Yes,No,B_UNIDENTIFIED_ACCT,1800,,,,,,,,,,
1803,* Bank nicht zugeordnete Zahlungen,Received unallocated payments,Asset,,Yes,No,B_UNALLOCATEDCASH_ACCT,1800,,,,,,,,,,
1804,* Bezahlung selektiert,Selected invoices for payment ,Liability,,Yes,No,B_PAYMENTSELECT_ACCT,1800,,,,,,,,,,
1805,* Geldtransit,Petty Cash Transfer,Asset,,Yes,No,CB_CASHTRANSFER_ACCT,1800,,,,,,,,,,
1810,Bank 1,Bank 1,Asset,,,No,,1800,,,,,,,,,,
1820,Bank 2,Bank 2,Asset,,,No,,1800,,,,,,,,,,
1830,Bank 3,Bank 3,Asset,,,No,,1800,,,,,,,,,,
1840,Bank 4,Bank 4,Asset,,,No,,1800,,,,,,,,,,
1850,Bank 5,Bank 5,Asset,,,No,,1800,,,,,,,,,,
1890,Finanzmittelanlagen im Rahmen der Kurzfristigen Finanzdisposition,Finanzmittelanlagen im Rahmen der Kurzfristigen Finanzdisposition,Asset,,,No,,1800,,,,,,,,,,
1895,Verbindlichkeiten gegenüber Kreditinstituten (nicht im Finanzmittelfonds enthalten),Verbindlichkeiten gegenüber Kreditinstituten (nicht im Finanzmittelfonds enthalten),Asset,,,No,,1800,,,,,,,,,,
K1BA5,Abgrenzungsposten,Abgrenzungsposten,Asset,,,Yes,,K1BA,K1BA5,Abgrebzungsposten,,,,,,,,
K1BA51,Rechnungsabgrenzungsposten,Rechnungsabgrenzungsposten,Asset,,,Yes,,K1BA5,,,,,,,,,,
1900,Aktive Rechnungsabgrenzung,Aktive Rechnungsabgrenzung,Asset,,,Yes,,K1BA51,,,,,,,,,,
1920,Als Aufwand berücksichtigte Zölle und Verbrauchsteuern auf Vorräte,Als Aufwand berücksichtigte Zölle und Verbrauchsteuern auf Vorräte,Asset,,,No,,1900,,,,,,,,,,
1930,Als Aufwand berücksichtigte Umstazsteuer auf Anzahlungen,Als Aufwand berücksichtigte Umstazsteuer auf Anzahlungen,Asset,,,No,,1900,,,,,,,,,,
1940,Damnum/Disagio,Damnum/Disagio,Asset,,,No,,1900,,,,,,,,,,
K1BA52,Abgrenzung latenter Steuern,Abgrenzung latenter Steuern,Asset,,,Yes,,K1BA5,,,,,,,,,,
1950,Abgrenzung aktive latente Steuern ,Abgrenzung aktive latente Steuern ,Asset,,,No,,K1BA52,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
K2BP1,Kapital Vollhafter / Einzelunternehmer,Kapital Vollhafter / Einzelunternehmer,Owner's Equity,,,Yes,,K2BP,K2BP1,Kapital Vollhafter / Einzelunternehmer,,,,,,,,
2000,Festkapital,Festkapital,Owner's Equity,,,No,,K2BP1,,,,,,,,,,
2010,Variables Kapital,Variables Kapital,Owner's Equity,,,No,,K2BP1,,,,,,,,,,
2020,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K2BP1,,,,,,,,,,
2030,(zur freien Verfügung ),(zur freien Verfügung ),Owner's Equity,,,No,,K2BP1,,,,,,,,,,
K2BP2,Kapital Teilhaber,Kapital Teilhaber,Owner's Equity,,,Yes,,K2BP,K2BP2,Kapital Teilhaber,,,,,,,,
2050,Kommandit-Kapital,Kommandit-Kapital,Owner's Equity,,,No,,K2BP2,,,,,,,,,,
2060,Verlustausgleichskonto,Verlustausgleichskonto,Owner's Equity,,,No,,K2BP2,,,,,,,,,,
2070,Gesellschafter-Darlehen,Gesellschafter-Darlehen,Owner's Equity,,,No,,K2BP2,,,,,,,,,,
2080,(zur freien Verfügung ),(zur freien Verfügung ),Owner's Equity,,,No,,K2BP2,,,,,,,,,,
K2BP3,Privat Vollhafter/ Einzelunternehmer,Privat Vollhafter/ Einzelunternehmer,Owner's Equity,,,Yes,,K2BP,K2BP3,Privat Vollhafter/ Einzelunternehmer,,,,,,,,
2100,Privatentnahmen allgemein,Privatentnahmen allgemein,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2130,Unentgeltliche Wertabgaben,Unentgeltliche Wertabgaben,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2150,Privatsteuern,Privatsteuern,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
2180,Privateinlagen,Privateinlagen,Owner's Equity,,,No,,K2BP3,,,,,,,,,,
