[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
5291,"Fénymásolás, sokszorosítás költségei",,,,,,,529,,,,,,,,,,
5292,Távfûtés költségei,,,,,,,529,,,,,,,,,,
5293,Más vállalkozással végeztetett garanciális javítások költsége,,,,,,,529,,,,,,,,,,
5294,"Kiállítások, bemutatók, vásárok rendezési díja",,,,,,,529,,,,,,,,,,
5295,"Hirdetés, reklám, propaganda költségek",,,,,,,529,,,,,,,,,,
5296,Oktatás és továbbképzés költségei,,,,,,,529,,,,,,,,,,
5297,"Vagyonvédelemmel, õrzõ-védõ szolgálattal kapcsolatos költségek",,,,,,,529,,,,,,,,,,
5298,Tagsági díjak,,,,,,,529,,,,,,,,,,
5299,Ki nem emelt egyéb igénybevett szolgáltatások költségei,,,,,,,529,,,,,,,,,,
53,EGYÉB SZOLGÁLTATÁSOK KÖLTSÉGEI,,,,,Yes,,5,,,,,,,,,,
531,"Hatósági igazgatási, szolgáltatási díjak, illetékek",,,,,,,53,,,,,,,,,,
532,"Pénzügyi, befektetési szolgáltatási díjak",,,,,,,53,,,,,,,,,,
533,Biztosítási díj,,,,,,,53,,,,,,,,,,
534,"Költségként elszámolandó adók, járulékok, termékdíj",,,,,,,53,,,,,,,,,,
539,Különféle egyéb költségek,,,,,,,53,,,,,,,,,,
54,BÉRKÖLTSÉG,,,,,Yes,,5,,,,,,,,,,
541,Bérköltség,,,,,,,54,,,,,,,,,,
542,Tulajdonos személyes közremûködésének ellenértéke,,,,,,,54,,,,,,,,,,
543,Szövetkezeti tagok munkadíja,,,,,,,54,,,,,,,,,,
55,SZEMÉLYI JELLEGÛ EGYÉB KIFIZETÉSEK,,,,,Yes,,5,,,,,,,,,,
551,"Munkavállalóknak, tagoknak fizetett személyi jellegû kifizetések",,,,,Yes,,55,,,,,,,,,,
5511,"Betegszabadság díja, munkáltatót terhelõ táppénz, táppénz kiegészítés",,,,,,,551,,,,,,,,,,
5512,Végkielégítés,,,,,,,551,,,,,,,,,,
5513,Munkábajárással kapcsolatos egyéb költségek térítése,,,,,,,551,,,,,,,,,,
5514,Kiküldetés napidíja,,,,,,,551,,,,,,,,,,
5515,"Megváltozott munkaképességû munkavállalók keresetkiegészítése, fizetett segélyek",,,,,,,551,,,,,,,,,,
5516,Üdülési hozzájárulás,,,,,,,551,,,,,,,,,,
5517,"Lakásépítésre nyújtott támogatás, albérleti hozzájárulás",,,,,,,551,,,,,,,,,,
5518,"Jubileumi jutalom, tárgyjutalom",,,,,,,551,,,,,,,,,,
5519,Sorkatonai vagy polgári szolgálat teljesítését követõen fizetett személyi alapbér,,,,,,,551,,,,,,,,,,
552,Jóléti és kulturális költségek,,,,,Yes,,55,,,,,,,,,,
559,Egyéb személyi jellegû kifizetések,,,,,Yes,,55,,,,,,,,,,
5591,"Munkáltató által fizetett baleset-, élet- és nyugdíjbiztosítás díja",,,,,,,559,,,,,,,,,,
5592,Munkáltató által önkéntes pénztárba befizetett munkáltatói tagdíj hozzájárulás,,,,,,,559,,,,,,,,,,
5593,Munkáltatót terhelõ személyi jövedelemadó,,,,,,,559,,,,,,,,,,
5594,Munkáltatói hozzájárulás a korengedményes nyugdíj igénybevételéhez,,,,,,,559,,,,,,,,,,
5595,"Találmányi díj, szabadalom vételára és hasznosítási díja, az újítási díj és ezekkel kapcsolatos közremûködési díjak",,,,,,,559,,,,,,,,,,
5596,"Fizetett szerzõi, írói és más jogvédelmet élvezõ munkák díjai és ezekkel kapcsolatos közremûködõi díjak",,,,,,,559,,,,,,,,,,
5597,Fizetett ösztöndíjak,,,,,,,559,,,,,,,,,,
5598,"Reprezentációs költségek, étkezési hozzájárulás",,,,,,,559,,,,,,,,,,
5599,"Munkáltató által fizetett magánnyugdíj-pénztári tagdíj kiegészítés, munkavállalókkal kapcsolatos biztosítási díjak",,,,,,,559,,,,,,,,,,
56,BÉRJÁRULÉKOK,,,,,Yes,,5,,,,,,,,,,
561,Nyugdíjbiztosítási és egészségbiztosítási járulék,,,,,,,56,,,,,,,,,,
562,Egészségügyi hozzájárulás,,,,,,,56,,,,,,,,,,
563,Munkaadói járulék,,,,,,,56,,,,,,,,,,
564,Szakképzési hozzájárulás,,,,,,,56,,,,,,,,,,
565,Egyéb hozzájárulás,,,,,,,56,,,,,,,,,,
57,ÉRTÉKCSÖKKENÉSI LEÍRÁS,,,,,Yes,,5,,,,,,,,,,
571,Terv szerinti értékcsökkenési leírás,,,,,Yes,,57,,,,,,,,,,
5711,Terv szerinti értékcsökkenési leírás,,,,,,,571,,,,,,,,,,
5712,"Kiemelt, kisértékû eszközök terv szerinti értékcsökkenési leírása",,,,,Yes,,571,,,,,,,,,,
57121,Kisértékű vagyoni értékû jogok terv szerinti értékcsökkenési leírása,,,,,,,5712,,,,,,,,,,
57122,Kisértékű szellemi termékek terv szerinti értékcsökkenési leírása,,,,,,,5712,,,,,,,,,,
57123,Kisértékű tárgyi eszközök terv szerinti értékcsökkenési leírása,,,,,,,5712,,,,,,,,,,
58,AKTIVÁLT SAJÁT TELJESÍTMÉNYEK ÉRTÉKE,,,,,Yes,,5,,,,,,,,,,
581,Saját termelésû készletek állományváltozása,,,,,,,58,,,,,,,,,,
582,Saját elõállítású eszközök aktivált értéke,,,,,,,58,,,,,,,,,,
59,KÖLTSÉGNEM ÁTVEZETÉSI SZÁMLA,,,,,,,5,,,,,,,,,,
6,"KÖLTSÉGHELYEK, ÁLTALÁNOS KÖLTSÉGEK",,,,,Yes,,,,,,,,,,,,
61,JAVÍTÓ-KARBANTARTÓ ÜZEMEK KÖLTSÉGEI,,,,,Yes,,6,,,,,,,,,,
62,SZOLGÁLTATÁST VÉGZÕ ÜZEMEK (EGYSÉGEK) KÖLTSÉGEI,,,,,Yes,,6,,,,,,,,,,
63,GÉPKÖLTSÉG,,,,,Yes,,6,,,,,,,,,,
64,ÜZEMI IRÁNYÍTÁS ÁLTALÁNOS KÖLTSÉGEI 1,,,,,Yes,,6,,,,,,,,,,
65,ÜZEMI IRÁNYÍTÁS ÁLTALÁNOS KÖLTSÉGEI 2,,,,,Yes,,6,,,,,,,,,,
66,KÖZPONTI IRÁNYÍTÁS ÁLTLÁNOS KÖLTSÉGEI,,,,,Yes,,6,,,,,,,,,,
67,"ÉRTÉKESÍTÉSI, FORGALMAZÁSI KÖLTSÉGEK",,,,,Yes,,6,,,,,,,,,,
68,ELKÜLÖNÍTETT EGYÉB ÁLTALÁNOS KÖLTSÉGEK,,,,,Yes,,6,,,,,,,,,,
681,Alapítás-átszervezés költségei,,,,,,,68,,,,,,,,,,
682,Alap- és alkalmazott kutatás saját költségei,,,,,,,68,,,,,,,,,,
683,Vállalkozásban adott alap- és alkalmazott kutatás költségei,,,,,,,68,,,,,,,,,,
684,Kísérleti fejlesztés saját költségei,,,,,,,68,,,,,,,,,,
685,Vállalkozásba adott kísérleti fejlesztés költségei,,,,,,,68,,,,,,,,,,
686,Kutatás-kísérleti fejlesztés általános és közvetett költségei,,,,,,,68,,,,,,,,,,
687,Kutatás-kísérleti fejlesztés elszámolt értékcsökkenése,,,,,,,68,,,,,,,,,,
688,Garanciális javítás költségei,,,,,,,68,,,,,,,,,,
689,Egyéb elkülönített költségek,,,,,,,68,,,,,,,,,,
69,KÖLTSÉGHELYEK KÖLTSÉGNEMEK ÁTVEZETÉSE,,,,,Yes,,6,,,,,,,,,,
691,691. Költséghelyek költségeinek átvezetése,,,,,,,69,,,,,,,,,,
7,TEVÉKENYSÉGEK KÖLTSÉGEI,,,,,Yes,,,,,,,,,,,,
71,TERMELÉS KÖLTSÉGEI 1,,,,,Yes,,7,,,,,,,,,,
72,TERMELÉS KÖLTSÉGEI 2,,,,,Yes,,7,,,,,,,,,,
73,TERMELÉS KÖLTSÉGEI 3,,,,,Yes,,7,,,,,,,,,,
74,TERMELÉS KÖLTSÉGEI 4,,,,,Yes,,7,,,,,,,,,,
75,SZOLGÁLTATÁS KÖLTSÉGEI,,,,,Yes,,7,,,,,,,,,,
76,KÖLTSÉGHELYEK TERMELÉSI KÖLTSÉGEI,,,,,Yes,,7,,,,,,,,,,
77,FORGALOMBAHOZATAL KÖLTSÉGEI,,,,,Yes,,7,,,,,,,,,,
79,TEVÉKENYSÉGEK KÖLTSÉGEINEK ÁTVEZETÉSE,,,,,Yes,,7,,,,,,,,,,
8,ÉRTÉKESÍTÉS ELSZÁMOLT ÖNKÖLTSÉGE ÉS RÁFORDÍTÁSOK,,,,,Yes,,,,,,,,,,,,
81,BELFÖLDI ÉRTÉKESÍTÉS KÖZVETLEN KÖLTSÉGEI,,,,,Yes,,8,,,,,,,,,,
811,Belföldi értékesítés elszámolt közvetlen önköltsége,,,,,,,81,,,,,,,,,,
812,Belföldi értékesítés eladott áruk beszerzési értéke,,,,,,,81,,,,,,,,,,
813,Belföldi értékesítés eladott (közvetített) szolgáltatások értéke,,,,,,,81,,,,,,,,,,
83,EXPORTÉRTÉKESÍTÉS KÖZVETLEN KÖLTSÉGEI,,,,,Yes,,8,,,,,,,,,,
831,Exportértékesítés elszámolt közvetlen önköltsége,,,,,,,83,,,,,,,,,,
832,Exportértékesítés eladott áruk beszerzési értéke,,,,,,,83,,,,,,,,,,
833,Exportértékesítés eladott (közvetített) szolgáltatások értéke,,,,,,,83,,,,,,,,,,
85,ÉRTÉKESÍTÉS KÖZVETETT KÖLTSÉGEI,,,,,Yes,,8,,,,,,,,,,
851,"Értékesítési, forgalmazási költségek",,,,,,,85,,,,,,,,,,
852,Igazgatási költségek,,,,,,,85,,,,,,,,,,
853,Egyéb általános költségek,,,,,,,85,,,,,,,,,,
86,EGYÉB RÁFORDÍTÁSOK,,,,,Yes,,8,,,,,,,,,,
861,"Értékesített immateriális javak, tárgyi eszközök könyv szerinti értéke",,,,,,,86,,,,,,,,,,
862,"Értékesített, átruházott (engedményezett) követelések könyv szerinti értéke",,,,,,,86,,,,,,,,,,
863,Mérleg fordulónap elõtt bekövetkezett eseményeknek az üzleti évhez kapcsolódó ráfordításai,,,,,Yes,,86,,,,,,,,,,
8631,"Káreseménnyel kapcsolatos fizetések, fizetendõ összegek",,,,,,,863,,,,,,,,,,
8632,"Bírságok, kötbérek, fekbérek, késedelmi kamatok, kártérítések",,,,,,,863,,,,,,,,,,
8633,"Külföldön, külföldi telephelyen fizetett, fizetendõ nyereségadó",,,,,,,863,,,,,,,,,,
8634,"Költségek (ráfordítások) ellentételezésére adott támogatás, juttatás",,,,,,,863,,,,,,,,,,
8635,Termékpálya-szabályozáshoz kapcsolódó fizetések,,,,,,,863,,,,,,,,,,
864,Utólag adott - közvetve kapcsolódó - pénzügyileg rendezett engedmény,,,,,,,86,,,,,,,,,,
865,Céltartalék képzése,,,,,Yes,,86,,,,,,,,,,
8651,Céltartalék-képzés a várható kötelezettségekre,,,,,,,865,,,,,,,,,,
8652,Céltartalék-képzés a jövõbeni költségekre,,,,,,,865,,,,,,,,,,
8653,Céltartalék-képzés egyéb címen,,,,,,,865,,,,,,,,,,
866,"Értékvesztés, terven felüli értékcsökkenés",,,,,Yes,,86,,,,,,,,,,
8661,Készletek elszámolt értékvesztése,,,,,,,866,,,,,,,,,,
8662,Követelések elszámolt értékvesztése,,,,,,,866,,,,,,,,,,
8663,Immateriális javak elszámolt terven felüli értékcsökkenése,,,,,,,866,,,,,,,,,,
8664,Tárgyi eszközök elszámolt terven felüli értékcsökkenése,,,,,,,866,,,,,,,,,,
867,"Adók, illetékek, hozzájárulások",,,,,Yes,,86,,,,,,,,,,
8671,"Költségvetéssel elszámolt adók, illetékek, hozzájárulások",,,,,,,867,,,,,,,,,,
8672,"Önkormányzatokkal elszámolt adók, illetékek, hozzájárulások",,,,,,,867,,,,,,,,,,
8673,"Elkülönített alapokkal elszámolt adók, illetékek, hozzájárulások",,,,,,,867,,,,,,,,,,
8674,"Ráfordításként elszámolt fogyasztási adó, jövedéki adó",,,,,,,867,,,,,,,,,,
869,Különféle egyéb ráfordítások,,,,,Yes,,86,,,,,,,,,,
8691,Behajthatatlan követelés leírt összege,,,,,,,869,,,,,,,,,,
8692,"Hiányzó, megsemmisült, állományból kivezetett immateriális javak, tárgyi eszközök könyv szerinti értéke",,,,,,,869,,,,,,,,,,
8693,"Hiányzó, megsemmisült, állományból kivezetett készletek könyv szerinti értéke",,,,,,,869,,,,,,,,,,
8694,Kereskedelmi áruk veszteségjellegû leltárértékelési különbözete,,,,,,,869,,,,,,,,,,
87,PÉNZÜGYI MÛVELETEK RÁFORDÍTÁSAI,,,,,Yes,,8,,,,,,,,,,
871,Befektetett pénzügyi eszközök árfolyamvesztesége,,,,,,,87,,,,,,,,,,
872,Fizetendõ kamatok és kamatjellegû ráfordítások 1,,,,,Yes,,87,,,,,,,,,,
8721,"Kölcsönök, hitelek kapcsolt vállalkozásnak fizetendõ kamata",,,,,,,872,,,,,,,,,,
8722,"Kölcsönök, hitelek egyéb fizetendõ kamata",,,,,,,872,,,,,,,,,,
8723,Értékpapírok után kapcsolt vállalkozásnak fizetendõ kamat,,,,,,,872,,,,,,,,,,
8724,Értékpapírok után egyéb fizetendõ kamat,,,,,,,872,,,,,,,,,,
8725,Hátrasorolt kötelezettségek után kapcsolt vállalkozásnak fizetendõ kamat,,,,,,,872,,,,,,,,,,
8726,Hátrasorolt kötelezettségek után egyéb fizetendõ kamat,,,,,,,872,,,,,,,,,,
873,Fizetendõ kamatok és kamatjellegû ráfordítások 2,,,,,Yes,,87,,,,,,,,,,
874,"Részesedések, értékpapírok, bankbetétek értékvesztése",,,,,Yes,,87,,,,,,,,,,
8743,Tartós bankbetétek értékvesztése,,,,,,,874,,,,,,,,,,
8748,Tartós bankbetétek visszaírt értékvesztése,,,,,,,874,,,,,,,,,,
875,"Forgóeszközök között kimutatott befektetés, értékpapír értékesítésének, beváltásának árfolyamvesztesége",,,,,Yes,,87,,,,,,,,,,
876,"Átváltáskori, értékeléskori árfolyamveszteség",,,,,Yes,,87,,,,,,,,,,
8761,Deviza- és valutakészletek forintra átváltásának árfolyam-vesztesége,,,,,,,876,,,,,,,,,,
877,"Egyéb árfolyamveszteségek, opciós díjak",,,,,Yes,,87,,,,,,,,,,
878,Vásárolt követelésekkel kapcsolatos ráfordítások,,,,,Yes,,87,,,,,,,,,,
8781,Behajthatatlan vásárolt követelés leírt összege,,,,,,,878,,,,,,,,,,
8782,Vásárolt követelés be nem folyt összege,,,,,,,878,,,,,,,,,,
8783,Vásárolt követelés értékesítésének vesztesége,,,,,,,878,,,,,,,,,,
879,Egyéb pénzügyi ráfordítások,,,,,Yes,,87,,,,,,,,,,
8791,Pénzügyi rendezéshez kapcsolódó adott árengedmény,,,,,,,879,,,,,,,,,,
8792,Közös üzemeltetés megtérítendõ közös költsége,,,,,,,879,,,,,,,,,,
8793,Közös üzemeltetés átadott nyeresége,,,,,,,879,,,,,,,,,,
8794,Egyesülés mûködési költségeinek megtérített összege,,,,,,,879,,,,,,,,,,
88,RENDKÍVÜLI RÁFORDÍTÁSOK,,,,,Yes,,8,,,,,,,,,,
881,Társaságba bevitt eszközök nyilvántartás szerinti értéke,,,,,,,88,,,,,,,,,,
882,Jogelõd gazdasági társaságban lévõ megszûnt részesedés nyilvántartás szerinti értéke,,,,,,,88,,,,,,,,,,
883,"Megszûnt részesedés ellenében kapott eszközök és átvett kötelezettségek értékének különbözete, ha a kapott eszköz értéke kevesebb",,,,,,,88,,,,,,,,,,
888,Tartozásátvállalás szerzõdés szerinti összege,,,,,,,88,,,,,,,,,,
889,Egyéb vagyoncsökkenéssel járó rendkívüli ráfordítások,,,,,Yes,,88,,,,,,,,,,
8891,Térítés nélkül átadott eszközök nyilvántartás szerinti értéke,,,,,,,889,,,,,,,,,,
8892,Térítés nélkül nyújtott szolgáltatások bekerülési értéke,,,,,,,889,,,,,,,,,,
8893,Elengedett követelés könyv szerinti értéke,,,,,,,889,,,,,,,,,,
8894,Véglegesen fejlesztési célra adott támogatás,,,,,,,889,,,,,,,,,,
8895,Véglegesen nem fejlesztési célra átadott pénzeszközök,,,,,,,889,,,,,,,,,,
89,NYERESÉGET TERHELÕ ADÓK,,,,,Yes,,8,,,,,,,,,,
891,Társasági adó,,,,,,,89,,,,,,,,,,
9,ÉRTÉKESÍTÉS ÁRBEVÉTELE ÉS BEVÉTELEK,,,,,Yes,,,,,,,,,,,,
91,BELFÖLDI ÉRTÉKESÍTÉS ÁRBEVÉTELE 1,,,,,Yes,,9,,,,,,,,,,
92,BELFÖLDI ÉRTÉKESÍTÉS ÁRBEVÉTELE 2,,,,,Yes,,9,,,,,,,,,,
93,EXPORTÉRTÉKESÍTÉS ÁRBEVÉTELE 1,,,,,Yes,,9,,,,,,,,,,
94,EXPORTÉRTÉKESÍTÉS ÁRBEVÉTELE 2,,,,,Yes,,9,,,,,,,,,,
96,EGYÉB BEVÉTELEK,,,,,Yes,,9,,,,,,,,,,
961,"Értékesített immateriális javak, tárgyi eszközök bevétele",,,,,,,96,,,,,,,,,,
962,"Értékesített, átruházott (engedményezett) követelések elismert értéke",,,,,,,96,,,,,,,,,,
963,"A mérlegkészítés idõpontjáig pénzügyileg rendezett, az üzleti évhez kapcsolódó egyéb bevételek",,,,,Yes,,96,,,,,,,,,,
9631,Káreseményekkel kapcsolatosan kapott bevételek,,,,,,,963,,,,,,,,,,
9632,"Kapott bírságok, kötbérek, fekbérek, késedelmi kamatok, kártérítések",,,,,,,963,,,,,,,,,,
9633,Behajthatatlannak minõsített és leírt követelésekre kapott összegek,,,,,,,963,,,,,,,,,,
9634,"Költségek, ráfordítások ellentételezésére kapott támogatás, juttatás",,,,,,,963,,,,,,,,,,
9635,Termékpálya-szabályozáshoz kapcsolódóan kapott összegek,,,,,,,963,,,,,,,,,,
964,Utólag kapott - közvetve kapcsolódó - pénzügyileg rendezett engedmény,,,,,,,96,,,,,,,,,,
965,"Céltartalék felhasználása (csökkenése, megszûnése)",,,,,Yes,,96,,,,,,,,,,
9651,Várható kötelezettségekre képzett céltartalék felhasználása,,,,,,,965,,,,,,,,,,
9652,Jövõbeni költségekre képzett céltartalék felhasználása,,,,,,,965,,,,,,,,,,
9653,Egyéb címen képzett céltartalék felhasználása,,,,,,,965,,,,,,,,,,
966,"Visszaírt értékvesztés, terven felüli értékcsökkenés",,,,,Yes,,96,,,,,,,,,,
9661,Készletek visszaírt értékvesztése,,,,,,,966,,,,,,,,,,
9662,Követelések visszaírt értékvesztése,,,,,,,966,,,,,,,,,,
9663,Immateriális javak visszaírt terven felüli értékcsökkenése,,,,,,,966,,,,,,,,,,
9664,Tárgyi eszközök visszaírt terven felüli értékcsökkenése,,,,,,,966,,,,,,,,,,
967,"Visszafizetési kötelezettség nélkül kapott támogatás, juttatás",,,,,Yes,,96,,,,,,,,,,
9671,"Költségvetésbõl kapott támogatás, juttatás",,,,,,,967,,,,,,,,,,
9672,"Önkormányzattól kapott támogatás, juttatás",,,,,,,967,,,,,,,,,,
9673,"Elkülönített alapoktól kapott támogatás, juttatás",,,,,,,967,,,,,,,,,,
968,Biztosító által visszaigazolt kártérítés összege,,,,,,,96,,,,,,,,,,
969,Különféle egyéb bevételek,,,,,Yes,,96,,,,,,,,,,
9694,Kereskedelmi áruk nyereségjellegû leltárértékelési különbözete,,,,,,,969,,,,,,,,,,
9695,Negatív üzleti vagy cégértékbõl az üzleti évben leírt összeg,,,,,,,969,,,,,,,,,,
97,PÉNZÜGYI MÛVELETEK BEVÉTELEI,,,,,Yes,,9,,,,,,,,,,
971,Kapott (járó) osztalék és részesedés,,,,,Yes,,97,,,,,,,,,,
9711,Kapcsolt vállalkozástól kapott (járó) osztalék és részesedés,,,,,,,971,,,,,,,,,,
9712,Egyéb kapott (járó) osztalék és részesedés,,,,,,,971,,,,,,,,,,
972,Részesedések értékesítésének árfolyamnyeresége,,,,,Yes,,97,,,,,,,,,,
9721,Kapcsolt vállalkozásnak értékesített részesedés árfolyamnyeresége,,,,,,,972,,,,,,,,,,
9722,Egyéb értékesített részesedés árfolyamnyeresége,,,,,,,972,,,,,,,,,,
973,"Befektetett pénzügyi eszközök kamatai, árfolyamnyeresége",,,,,Yes,,97,,,,,,,,,,
9731,Tartósan adott kölcsön (bankbetét) kapott (járó) kamata,,,,,,,973,,,,,,,,,,
9732,Kamatozó értékpapír kapott (járó) kamata,,,,,,,973,,,,,,,,,,
9733,Kamatozó értékpapír értékesítésekor az eladási árban lévõ kamat,,,,,,,973,,,,,,,,,,
9734,Kamatozó értékpapír vételárában lévõ kamat (csökkentõ tétel),,,,,,,973,,,,,,,,,,
9735,"Befektetési jegyek kapott hozama, azok eladásakor, beváltásakor realizált nyeresége",,,,,,,973,,,,,,,,,,
9736,Lízingdíjban lévõ kapott (járó) kamat,,,,,,,973,,,,,,,,,,
9737,Diszkont értékpapírnál idõarányosan elszámolt összeg,,,,,,,973,,,,,,,,,,
9738,Eladott (beváltott) értékpapír árfolyamnyeresége,,,,,,,973,,,,,,,,,,
974,Egyéb kapott (járó) kamatok és kamatjellegû bevételek,,,,,Yes,,97,,,,,,,,,,
9741,"Forgóeszközök között kimutatott kölcsön, váltókövetelés, pénzeszköz után kapott (járó) kamat",,,,,,,974,,,,,,,,,,
975,"Forgóeszközök között kimutatott befektetés, értékpapír értékesítésének, beváltásának árfolyamnyeresége",,,,,,,97,,,,,,,,,,
976,". Átváltási, értékeléskori árfolyamnyereség",,,,,,,97,,,,,,,,,,
977,"Egyéb árfolyamnyereségek, opciós díjbevételek",,,,,,,97,,,,,,,,,,
978,Vásárolt követelésekkel kapcsolatos bevételek,,,,,,,97,,,,,,,,,,
979,Egyéb pénzügyi bevételek,,,,,,,97,,,,,,,,,,
98,RENDKÍVÜLI BEVÉTELEK,,,,,Yes,,9,,,,,,,,,,
981,Társaságba bevitt eszközök létesítõ okiratban meghatározott értéke,,,,,,,98,,,,,,,,,,
983,"Megszûnt részesedés ellenében kapott eszközök és átvett kötelezettségek értékének különbözete, ha a kapott eszközök értéke a több",,,,,,,98,,,,,,,,,,
988,Tartozásátvállalás során - ellentételezés nélkül - átvállalt kötelezettség összege,,,,,,,98,,,,,,,,,,
989,Egyéb vagyonnövekedéssel járó rendkívüli bevételek,,,,,Yes,,98,,,,,,,,,,
9896,Elévült kötelezettség összege,,,,,,,989,,,,,,,,,,
