[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],US 1120 Balance Sheet_Name,[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
1548,Vorsteuer im Folgejahr abziehbar,Vorsteuer im Folgejahr abziehbar,Asset,,,No,,K1BA32,,,,,,,,,,
1549,Körperschaftsteuerrückforderung,Körperschaftsteuerrückforderung,Asset,,,No,,K1BA31,,,,,,,,,,
1550,Darlehen,Darlehen,Asset,,,No,,K1BA31,,,,,,,,,,
1551,Darlehen ( bis 1 Jahr ),Darlehen ( bis 1 Jahr ),Asset,,,No,,K1BA31,,,,,,,,,,
1555,Darlehen ( größer 1 Jahr ),Darlehen ( größer 1 Jahr ),Asset,,,No,,K1BA31,,,,,,,,,,
1556,Nachträgliche abziehbare Vorsteuer § 15a Abs. 1 UStG bewegliche Wirtschaftsgüter ,Nachträgliche abziehbare Vorsteuer § 15a Abs. 1 UStG bewegliche Wirtschaftsgüter ,Asset,,,No,,K1BA32,,,,,,,,,,
1557,Zurückzuzahlende Vorsteuer § 15a Abs. 1 UStG bewegliche Wirtschaftsgüter ,Zurückzuzahlende Vorsteuer § 15a Abs. 1 UStG bewegliche Wirtschaftsgüter ,Asset,,,No,,K1BA32,,,,,,,,,,
1558,Nachträgliche abziehbare Vorsteuer § 15a Abs. 1 UStG unbewegliche Wirtschaftsgüter ,Nachträgliche abziehbare Vorsteuer § 15a Abs. 1 UStG unbewegliche Wirtschaftsgüter ,Asset,,,No,,K1BA32,,,,,,,,,,
1559,Zurückzuzahlende Vorsteuer § 15a Abs. 1 UStG unbewegliche Wirtschaftsgüter ,Zurückzuzahlende Vorsteuer § 15a Abs. 1 UStG unbewegliche Wirtschaftsgüter ,Asset,,,No,,K1BA32,,,,,,,,,,
1560,Aufzuteilende Vorsteuer,Aufzuteilende Vorsteuer,Asset,,,No,,K1BA32,,,,,,,,,,
1561,Aufzuteilende Vorsteuer 7%,Aufzuteilende Vorsteuer 7%,Asset,,,No,,K1BA32,,,,,,,,,,
1562,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb,Asset,,,No,,K1BA32,,,,,,,,,,
1563,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Aufzuteilende Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Asset,,,No,,K1BA32,,,,,,,,,, 
1565,Aufzuteilende Vorsteuer 16%,Aufzuteilende Vorsteuer 16%,Asset,,,No,,K1BA32,,,,,,,,,,
1566,Aufzuteilende Vorsteuer 19%,Aufzuteilende Vorsteuer 19%,Asset,,,No,,K1BA32,,,,,,,,,,
1567,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG,Asset,,,No,,K1BA32,,,,,,,,,,
1568,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 16 %,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 16 %,Asset,,,No,,K1BA32,,,,,,,,,,
1569,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 19 %,Aufzuteilende Vorsteuer nach §§ 13a/13b UStG 19 %,Asset,,,No,,K1BA32,,,,,,,,,,
1570,Abziehbare Vorsteuer,Abziehbare Vorsteuer,Asset,,Yes,No,T_CREDIT_ACCT,K1BA32,,,,,,,,,,
1571,Abziehbare Vorsteuer 7%,Abziehbare Vorsteuer 7%,Asset,,,No,,K1BA32,,,,,,,,,,
1572,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb,Asset,,,No,,K1BA32,,,,,,,,,,
1573,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 16%,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 16%,Asset,,,No,,K1BA32,,,,,,,,,,
1574,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb 19%,Asset,,,No,,K1BA32,,,,,,,,,,
1575,Abziehbare Vorsteuer 16%,Abziehbare Vorsteuer 16%,Asset,,,No,,K1BA32,,,,,,,,,,
1576,Abziehbare Vorsteuer 19%,Abziehbare Vorsteuer 19%,Asset,,,No,,K1BA32,,,,,,,,,,
1577,Abziehbare Vorsteuer nach § 13b UStG 19%,Abziehbare Vorsteuer nach § 13b UStG 19%,Asset,,,No,,K1BA32,,,,,,,,,,
1578,Abziehbare Vorsteuer nach § 13b UStG ,Abziehbare Vorsteuer nach § 13b UStG ,Asset,,,No,,K1BA32,,,,,,,,,,
1579,Abziehbare Vorsteuer nach § 13b UStG 16%,Abziehbare Vorsteuer nach § 13b UStG 16%,Asset,,,No,,K1BA32,,,,,,,,,,
1580,Gegenkonto Vorsteuer § 4/3 EStG,Gegenkonto Vorsteuer § 4/3 EStG,Asset,,,No,,K1BA32,,,,,,,,,,
1581,Auflösung Vorsteuer aus Vorjahr § 4/3 EStG,Auflösung Vorsteuer aus Vorjahr § 4/3 EStG,Asset,,,No,,K1BA32,,,,,,,,,,
1582,Vorsteuer aus Investitionen § 4/3 EStG,Vorsteuer aus Investitionen § 4/3 EStG,Asset,,,No,,K1BA32,,,,,,,,,,
1583,Gegenkonto für Vorsteuer nach Durchschnittssätzen für § 4 Abs. 3 EStG,Gegenkonto für Vorsteuer nach Durchschnittssätzen für § 4 Abs. 3 EStG,Asset,,,No,,K1BA32,,,,,,,,,,
1584,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferabten ohne Umsatzsteuer-Identifikationsnummer,Abziehbare Vorsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferabten ohne Umsatzsteuer-Identifikationsnummer,Asset,,,No,,K1BA32,,,,,,,,,,
1585,Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager,Asset,,,No,,K1BA32,,,,,,,,,,
1587,Vorsteuer nach allgemeinen Durchschnittssätzen UStVA Kz. 63,Vorsteuer nach allgemeinen Durchschnittssätzen UStVA Kz. 63,Asset,,,No,,K1BA32,,,,,,,,,,
1588,Bezahlte Einfuhrumsatzsteuer,Bezahlte Einfuhrumsatzsteuer,Asset,,,No,,K1BA32,,,,,,,,,,
1590,Durchlaufende Posten,Durchlaufende Posten,Asset,,Yes,No,SUSPENSEERROR_ACCT,K1BA32,,,,,,,,,,
1592,Fremdgeld,Fremdgeld,Asset,,,No,,K1BA32,,,,,,,,,,
K1BA3b,Sonstige Verbindlichkeiten S-Saldo,Sonstige Verbindlichkeiten S-Saldo,Asset,,,Yes,,K1BA3,,,,,,,,,,
1593,Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto,Verrechnungskonto erhaltene Anzahlungen bei Buchung über Debitorenkonto,Asset,,,No,,K1BA3b,,,,,,,,,,
1594,Forderungen gegen verbundene Unternehmen,Forderungen gegen verbundene Unternehmen,Asset,,Yes,No,INTERCOMPANYDUEFROM_ACCT,K1BA34,,,,,,,,,,
1595,Forderungen gegen verbundene Unternehmen ( bis 1 Jahr ),Forderungen gegen verbundene Unternehmen ( bis 1 Jahr ),Asset,,,No,,1594,,,,,,,,,,
1596,Forderungen gegen verbundene Unternehmen ( größer 1 Jahr ),Forderungen gegen verbundene Unternehmen ( größer 1 Jahr ),Asset,,,No,,1594,,,,,,,,,,
1597,Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht,Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht,Asset,,,No,,K1BA36,,,,,,,,,,
1598,Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht ( bis 1 Jahr ),Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht ( bis 1 Jahr ),Asset,,,No,,K1BA36,,,,,,,,,,
1599,Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht ( größer 1 Jahr ),Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht ( größer 1 Jahr ),Asset,,,No,,K1BA36,,,,,,,,,,
K1BP1,Verbindlichkeiten ,Verbindlichkeiten ,Liability,,,Yes,,K1BP,,,,,,,,,,
K1BP11,Verbindlichkeiten aus Lieferungen und Leistungen oder sonstige Vermögensgegenstände,Verbindlichkeiten aus Lieferungen und Leistungen oder sonstige Vermögensgegenstände,Liability,,,Yes,,K1BP1,,,,,,,,,,
1600,Verbindlichkeiten aus Lieferungen und Leistungen ,Verbindlichkeiten aus Lieferungen und Leistungen ,Liability,,Yes,No,V_LIABILITY_ACCT,K1BP11,,,,,,,,,,
1601,Verbindlichkeiten aus Lieferungen und Leistungen ,Verbindlichkeiten aus Lieferungen und Leistungen ,Liability,,Yes,No,V_LIABILITY_SERVICES_ACCT,1600,,,,,,,,,,
1602,Verbindlichkeiten aus Lieferungen und Leistungen ,Verbindlichkeiten aus Lieferungen und Leistungen ,Liability,,,No,,1600,,,,,,,,,,
1603,Verbindlichkeiten aus Lieferungen und Leistungen ,Verbindlichkeiten aus Lieferungen und Leistungen ,Liability,,,No,,1600,,,,,,,,,,
1605,Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EüR),Verbindlichkeiten aus Lieferungen und Leistungen zum allgemeinen Umsatzsteuersatz (EüR),Liability,,,No,,1600,,,,,,,,,,
1606,Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EüR),Verbindlichkeiten aus Lieferungen und Leistungen zum ermäßigten Umsatzsteuersatz (EüR),Liability,,,No,,1600,,,,,,,,,,
1607,Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuer (EüR),Verbindlichkeiten aus Lieferungen und Leistungen ohne Vorsteuer (EüR),Liability,,,No,,1600,,,,,,,,,,
1609,Gegenkonto 1605 - 1607 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EüR),Gegenkonto 1605 - 1607 bei Aufteilung der Verbindlichkeiten nach Steuersätzen (EüR),Liability,,,No,,1600,,,,,,,,,,
1610,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1611,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1612,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1613,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1614,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1615,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1616,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1617,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1618,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1619,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1620,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1621,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1622,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1623,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent,Liability,,,No,,1600,,,,,,,,,,
1624,Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4/3 EStG,Verbindlichkeiten aus Lieferungen und Leistungen für Investitionen für § 4/3 EStG,Liability,,,No,,1600,,,,,,,,,,
1625,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ( bis 1 Jahr ),Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ( bis 1 Jahr ),Liability,,,No,,1600,,,,,,,,,,
1626,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ( 1 bis 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ( 1 bis 5 Jahre ),Liability,,,No,,1600,,,,,,,,,,
1628,Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ( größer 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen ohne Kontokorrent ( größer 5 Jahre ),Liability,,,No,,1600,,,,,,,,,,
K1BP12,Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen,Verbindlichkeiten gegenüber verbundenen Unternehmen oder Forderungen gegen verbundene Unternehmen,Liability,,,Yes,,K1BP1,,,,,,,,,,
1630,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen,Liability,,,No,,K1BP12,,,,,,,,,,
1631,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen ( bis 1 Jahr ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen ( bis 1 Jahr ),Liability,,,No,,K1BP12,,,,,,,,,,
1635,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen ( 1 bis 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen ( 1 bis 5 Jahre ),Liability,,,No,,K1BP12,,,,,,,,,,
1638,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen ( größer 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber verbundenen Unternehmen ( größer 5 Jahre ),Liability,,,No,,K1BP12,,,,,,,,,,
K1BP13,Verbindlichkeiten gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht,Verbindlichkeiten gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht oder Forderungen gegen Unternehmen mit denen ein Beteiligungsverhältnis besteht,Liability,,,Yes,,K1BP1,,,,,,,,,,
1640,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht,Liability,,,No,,K1BP13,,,,,,,,,,
1641,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht ( bis 1 Jahr ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht ( bis 1 Jahr ),Liability,,,No,,K1BP13,,,,,,,,,,
1645,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht ( 1 bis 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht ( 1 bis 5 Jahre ),Liability,,,No,,K1BP13,,,,,,,,,,
1648,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht ( größer 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Unternehmen mit denen ein Beteiligungsverhältnis besteht ( größer 5 Jahre ),Liability,,,No,,K1BP13,,,,,,,,,,
1650,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern,Liability,,,No,,K1BP11,,,,,,,,,,
1651,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ( bis 1 Jahr ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ( bis 1 Jahr ),Liability,,,No,,K1BP11,,,,,,,,,,
1655,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ( 1 bis 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ( 1 bis 5 Jahre ),Liability,,,No,,K1BP11,,,,,,,,,,
1658,Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ( größer 5 Jahre ),Verbindlichkeiten aus Lieferungen und Leistungen gegenüber Gesellschaftern ( größer 5 Jahre ),Liability,,,No,,K1BP11,,,,,,,,,,
K1BP14,Verbindlichkeiten aus Lieferungen und Leistungen S-Saldo oder sonstige Vermögensgegenstände H-Saldo,Verbindlichkeiten aus Lieferungen und Leistungen S-Saldo oder sonstige Vermögensgegenstände H-Saldo,Liability,,,Yes,,K1BP1,,,,,,,,,,
1659,Gegenkonto 1625 - 1658 bei Aufteilung Kreditorenkonto,Gegenkonto 1625 - 1658 bei Aufteilung Kreditorenkonto,Liability,,,No,,K1BP14,,,,,,,,,,
K1BP15,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,Verbindlichkeiten aus der Annahme gezogener Wechsel und aus der Ausstellung eigener Wechsel,Liability,,,Yes,,K1BP1,,,,,,,,,,
1660,Schuldwechsel,Schuldwechsel,Liability,,,No,,K1BP15,,,,,,,,,,
1661,Schuldwechsel ( bis 1 Jahr ),Schuldwechsel ( bis 1 Jahr ),Liability,,,No,,K1BP15,,,,,,,,,,
1680,Schuldwechsel ( 1 bis 5 Jahre ),Schuldwechsel ( 1 bis 5 Jahre ),Liability,,,No,,K1BP15,,,,,,,,,,
1690,Schuldwechsel ( größer 5 Jahre ),Schuldwechsel ( größer 5 Jahre ),Liability,,,No,,K1BP15,,,,,,,,,,
K1BP16,Sonstige Verbindlichkeiten,Sonstige Verbindlichkeiten,Liability,,,Yes,,K1BP1,,,,,,,,,,
1700,Sonstige Verbindlichkeiten,Sonstige Verbindlichkeiten,Liability,,,Yes,,K1BP16,,,,,,,,,,
1701,Sonstige Verbindlichkeiten ( bis 1 Jahr ),Sonstige Verbindlichkeiten ( bis 1 Jahr ),Liability,,,No,,1700,,,,,,,,,,
1702,Sonstige Verbindlichkeiten ( 1 bis 5 Jahre ),Sonstige Verbindlichkeiten ( 1 bis 5 Jahre ),Liability,,,No,,1700,,,,,,,,,,
1703,Sonstige Verbindlichkeiten ( größer 5 Jahre ),Sonstige Verbindlichkeiten ( größer 5 Jahre ),Liability,,,No,,1700,,,,,,,,,,
1704,Sonstige Verbindlichkeiten z.B. nach § 11 Abs. 2 Satz 2 EStG für 4/3 EStG,Sonstige Verbindlichkeiten z.B. nach § 11 Abs. 2 Satz 2 EStG für 4/3 EStG,Liability,,,No,,1700,,,,,,,,,,
1705,Darlehen,Darlehen,Liability,,,No,,1700,,,,,,,,,,
1706,Darlehen ( bis 1 Jahr ),Darlehen ( bis 1 Jahr ),Liability,,,No,,1700,,,,,,,,,,
1707,Darlehen ( 1 bis 5 Jahre ),Darlehen ( 1 bis 5 Jahre ),Liability,,,No,,1700,,,,,,,,,,
1708,Darlehen ( größer 5 Jahre ),Darlehen ( größer 5 Jahre ),Liability,,,No,,1700,,,,,,,,,,
K1BP17,Sonstige Verbindlichkeiten oder sonstige Vermögensgegenstände,Sonstige Verbindlichkeiten oder sonstige Vermögensgegenstände,Liability,,,Yes,,K1BP1,,,,,,,,,,
1709,Gewinnverfügungskonto stiller Gesellschafter,Gewinnverfügungskonto stiller Gesellschafter,Liability,,,No,,K1BP17,,,,,,,,,,
K1BP18,Erhaltene Anzahlungen auf Bestellungen (Passiva),Erhaltene Anzahlungen auf Bestellungen (Passiva),Liability,,,Yes,,K1BP1,,,,,,,,,,
1710,Erhaltene Anzahlungen ( Verbindlichkeiten ),Erhaltene Anzahlungen ( Verbindlichkeiten ),Liability,,Yes,No,C_PREPAYMENT_ACCT,K1BP18,,,,,,,,,,
1711,Erhaltene versteuerte Anzahlungen 7% USt ( Verbindlichkeiten ),Erhaltene versteuerte Anzahlungen 7% USt ( Verbindlichkeiten ),Liability,,,No,,1710,,,,,,,,,,
1716,Erhaltene versteuerte Anzahlungen 15% USt ( Verbindlichkeiten ),Erhaltene versteuerte Anzahlungen 15% USt ( Verbindlichkeiten ),Liability,,,No,,1710,,,,,,,,,,
1717,Erhaltene versteuerte Anzahlungen 16% USt ( Verbindlichkeiten ),Erhaltene versteuerte Anzahlungen 16% USt ( Verbindlichkeiten ),Liability,,,No,,1710,,,,,,,,,,
1718,Erhaltene versteuerte Anzahlungen 19% USt ( Verbindlichkeiten ),Erhaltene versteuerte Anzahlungen 19% USt ( Verbindlichkeiten ),Liability,,,No,,1710,,,,,,,,,,
1719,Erhaltene Anzahlungen ( bis 1 Jahr ),Erhaltene Anzahlungen ( bis 1 Jahr ),Liability,,,No,,1710,,,,,,,,,,
1720,Erhaltene Anzahlungen ( 1 bis 5 Jahre ),Erhaltene Anzahlungen ( 1 bis 5 Jahre ),Liability,,,No,,1710,,,,,,,,,,
1721,Erhaltene Anzahlungen ( größer 5 Jahre ),Erhaltene Anzahlungen ( größer 5 Jahre ),Liability,,,No,,1710,,,,,,,,,,
K1BP19,Erhaltene Anzahlungen auf Bestellungen (Aktiva),Erhaltene Anzahlungen auf Bestellungen (Aktiva),Liability,,,Yes,,K1BP1,,,,,,,,,,
1722,Erhaltene Anzahlungen (von Vorräten offen abgesetzt),Erhaltene Anzahlungen (von Vorräten offen abgesetzt),Liability,,,No,,K1BP19,,,,,,,,,,
1730,Kreditkartenabrechnung,Kreditkartenabrechnung,Liability,,,No,,K1BP16,,,,,,,,,,
1731,Agenturwarenabrechnung,Agenturwarenabrechnung,Liability,,,No,,K1BP16,,,,,,,,,,
1732,Erhaltene Kautionen,Erhaltene Kautionen,Liability,,,No,,K1BP16,,,,,,,,,,
1733,Erhaltene Kautionen ( bis 1 Jahr ),Erhaltene Kautionen ( bis 1 Jahr ),Liability,,,No,,K1BP16,,,,,,,,,,
1734,Erhaltene Kautionen ( 1 bis 5 Jahre ),Erhaltene Kautionen ( 1 bis 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1735,Erhaltene Kautionen ( größer 5 Jahre ),Erhaltene Kautionen ( größer 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1736,Verbindlichkeiten aus Betriebssteuern und -abgaben,Verbindlichkeiten aus Betriebssteuern und -abgaben,Liability,,,No,,K1BP16,,,,,,,,,,
1737,Verbindlichkeiten aus Betriebssteuern und -abgaben ( bis 1 Jahr ),Verbindlichkeiten aus Betriebssteuern und -abgaben ( bis 1 Jahr ),Liability,,,No,,K1BP16,,,,,,,,,,
1738,Verbindlichkeiten aus Betriebssteuern und -abgaben ( 1 bis 5 Jahre ),Verbindlichkeiten aus Betriebssteuern und -abgaben ( 1 bis 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1739,Verbindlichkeiten aus Betriebssteuern und -abgaben ( größer 5 Jahre ),Verbindlichkeiten aus Betriebssteuern und -abgaben ( größer 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1740,Verbindlichkeiten aus Lohn und Gehalt,Verbindlichkeiten aus Lohn und Gehalt,Liability,,Yes,No,E_PREPAYMENT_ACCT,K1BP16,,,,,,,,,,
1741,Verbindlichkeiten aus Lohn- und Kirchensteuer,Verbindlichkeiten aus Lohn- und Kirchensteuer,Liability,,,No,,K1BP17,,,,,,,,,,
1742,Verbindlichkeiten im Rahmen der sozialen Sicherheit,Verbindlichkeiten im Rahmen der sozialen Sicherheit,Liability,,,No,,K1BP16,,,,,,,,,,
1743,Verbindlichkeiten im Rahmen der sozialen Sicherheit ( bis 1 Jahr ),Verbindlichkeiten im Rahmen der sozialen Sicherheit ( bis 1 Jahr ),Liability,,,No,,K1BP16,,,,,,,,,,
1744,Verbindlichkeiten im Rahmen der sozialen Sicherheit ( 1 bis 5 Jahre ),Verbindlichkeiten im Rahmen der sozialen Sicherheit ( 1 bis 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1745,Verbindlichkeiten im Rahmen der sozialen Sicherheit ( größer 5 Jahre ),Verbindlichkeiten im Rahmen der sozialen Sicherheit ( größer 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1746,Verbindlichkeiten aus Einbehaltungen ( KapESt und SolZ auf KapESt ),Verbindlichkeiten aus Einbehaltungen ( KapESt und SolZ auf KapESt ),Liability,,,No,,K1BP16,,,,,,,,,,
1747,Verbindlichkeiten für Verbrauchsteuern,Verbindlichkeiten für Verbrauchsteuern,Liability,,,No,,K1BP16,,,,,,,,,,
1748,Verbindlichkeiten für Einbehaltungen von Arbeitnehmern,Verbindlichkeiten für Einbehaltungen von Arbeitnehmern,Liability,,,No,,K1BP16,,,,,,,,,,
1749,Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag,Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag,Liability,,,No,,K1BP16,,,,,,,,,,
1750,Verbindlichkeiten aus Vermögensbildung,Verbindlichkeiten aus Vermögensbildung,Liability,,,No,,K1BP16,,,,,,,,,,
1751,Verbindlichkeiten aus Vermögensbildung ( bis 1 Jahr ),Verbindlichkeiten aus Vermögensbildung ( bis 1 Jahr ),Liability,,,No,,K1BP16,,,,,,,,,,
1752,Verbindlichkeiten aus Vermögensbildung ( 1 bis 5 Jahre ),Verbindlichkeiten aus Vermögensbildung ( 1 bis 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1753,Verbindlichkeiten aus Vermögensbildung ( größer 5 Jahre ),Verbindlichkeiten aus Vermögensbildung ( größer 5 Jahre ),Liability,,,No,,K1BP16,,,,,,,,,,
1754,Steuerzahlungen an andere EG-Länder,Steuerzahlungen an andere EG-Länder,Liability,,,No,,K1BP16,,,,,,,,,,
1755,Lohn- und Gehaltsverrechnungen,Lohn- und Gehaltsverrechnungen,Liability,,,Yes,,K1BP17,,,,,,,,,,
1756,Lohn- und Gehaltsverrechnung § 11 Abs. 2 EStG für § 4/3 EStG,Lohn- und Gehaltsverrechnung § 11 Abs. 2 EStG für § 4/3 EStG,Liability,,,No,,1755,,,,,,,,,,
1759,Voraussichtliche Beitragsschuld gegenüber den sozialversicherungsträgern,Voraussichtliche Beitragsschuld gegenüber den sozialversicherungsträgern,Liability,,,No,,1755,,,,,,,,,,
